-----Data1
0.221370374	0.270017017	0.265965883
0.228916814	0.310488466	0.308234071
0.232215484	0.352477176	0.353937087
0.231135791	0.390518229	0.398501023
0.226005387	0.420312864	0.438767022
0.217217734	0.438587798	0.47282303
0.205222234	0.44436913	0.500663269
0.189961913	0.436020881	0.5234166
0.171553921	0.413600609	0.535862144
0.150733358	0.380027863	0.534867677
0.128605002	0.338434201	0.519090504
0.106642916	0.291972308	0.488520098
0.086908431	0.244636123	0.444794531
0.070993629	0.200523096	0.391333066
0.058919374	0.162536011	0.333315716
0.050080645	0.132084559	0.27571026
0.043873326	0.109735704	0.223215356
0.03959874	0.094429232	0.17894962
0.036644554	0.08458646	0.144649054
0.034462717	0.07832369	0.120329905
0.032715174	0.074137422	0.104619042
0.031227654	0.071049975	0.095259268
0.029897081	0.068472839	0.089927086
0.028660224	0.066087511	0.086737885
0.027479399	0.063748703	0.084430723
0.026327048	0.061392476	0.082318504
0.025182508	0.058981757	0.080063906
0.024029303	0.056485808	0.077518363
0.022842842	0.053857263	0.074587681
0.021600602	0.051057127	0.071260104
0.020286833	0.048039474	0.067492259
0.018908793	0.044798728	0.063299999
0.017501535	0.041391791	0.058781009
0.016178556	0.038148006	0.054455725
