-----Data2
0.244306659	0.310322463	0.301841714
0.256974932	0.372067072	0.365081886
0.266036659	0.440352026	0.437688088
0.271507578	0.50833564	0.514444235
0.273982861	0.5707236	0.591939843
0.274271356	0.623264134	0.668058231
0.273024124	0.66412496	0.742491046
0.270532681	0.690904063	0.817137002
0.267093262	0.70268346	0.884318202
0.263017	0.70148938	0.938167865
0.258450748	0.690092017	0.975231584
0.253478259	0.671240393	0.993626
0.248165264	0.647705482	0.993152884
0.242542127	0.621885871	0.975475722
0.236597158	0.595746828	0.944370463
0.230332362	0.570490723	0.903926758
0.223841318	0.546860687	0.858514505
0.217257977	0.525023168	0.812071257
0.210638827	0.504842327	0.767129363
0.203994676	0.48597073	0.725195312
0.197319218	0.46803143	0.686872237
0.190576966	0.450659927	0.652057993
0.183706126	0.433511484	0.620219727
0.176642693	0.416291164	0.590643034
0.169341144	0.398786229	0.562622954
0.161763529	0.380824568	0.535504855
0.153870768	0.362237906	0.508675792
0.145634872	0.34288993	0.481614518
0.137033275	0.322671167	0.453905497
0.128117166	0.301671044	0.425405997
0.118910169	0.279914568	0.396009766
0.10949281	0.2575546	0.365794797
0.100011466	0.234900893	0.335078759
0.090747877	0.212686207	0.304850495
-----Data3
0.102480165	0.136641192	0.138086042
0.101117898	0.155417878	0.160418678
0.098185683	0.175334102	0.185463729
0.094017525	0.192922672	0.209952499
0.089312651	0.205649267	0.231802095
0.08474456	0.211769192	0.249864226
0.080406246	0.211045608	0.264564317
0.076269679	0.203192641	0.277807381
0.072306037	0.189406152	0.285532066
0.068462424	0.172877268	0.285105153
0.064645476	0.156501812	0.275541994
0.060777402	0.141662373	0.25715058
0.056816439	0.128770009	0.23187564
0.052749676	0.117638517	0.203292707
0.048586318	0.107781466	0.175534872
0.044409448	0.098862055	0.151028161
0.040465805	0.090923615	0.130847556
0.036975157	0.084055479	0.115042153
0.033970232	0.078136805	0.103276783
0.031347559	0.0728848	0.094642217
0.028987538	0.06805294	0.088071899
0.0267911	0.063454111	0.082629235
0.024680704	0.058940646	0.077638563
0.022604859	0.054415732	0.072682305
0.020540805	0.049844214	0.067560488
0.018468608	0.045194218	0.062161911
0.016356417	0.040398349	0.056365842
0.014170383	0.035376722	0.050049944
0.011881541	0.030050772	0.043086401
0.009488663	0.024415903	0.035496324
0.007010399	0.018506376	0.027335108
0.004543407	0.012536333	0.018926328
0.002438408	0.007237738	0.011283312
0.001495855	0.004246899	0.006541376
-----Data4
0.229519649	0.295809527	0.287349938
0.243998922	0.359674358	0.352709728
0.254878583	0.430173391	0.427526217
0.262153395	0.500417198	0.506517798
0.266367253	0.565034437	0.586184258
0.268255452	0.619679712	0.664308602
0.268429039	0.662461676	0.74052425
0.267140869	0.69090809	0.816656368
0.264678176	0.704042985	0.885013269
